Council,Councilname,Organisation,Year,Grant Category,NumberofApplications,NumberofAwards,AwardRate,AmountApplied,AmountAwarded,AwardRateValue,latitude,longitude
EPSRC,Engineering and Science,The University of Salford,2017-18,Research and Innovation Grant,8,3,38,14296,2748,19,53.483487,-2.270651
EPSRC,Engineering and Science,The University of Salford,2018-19,Research and Innovation Grant,5,0,0,2284,0,0,53.483487,-2.270651
EPSRC,Engineering and Science,The University of Salford,2019-20,Research and Innovation Grant,5,2,40,2678,442,17,53.483487,-2.270651
EPSRC,Engineering and Science,The University of Sheffield,2015-16,Fellowship,14,7,50,11840,5866,50,53.381363,-1.48853
EPSRC,Engineering and Science,The University of Sheffield,2016-17,Fellowship,8,1,13,6379,484,8,53.381363,-1.48853
EPSRC,Engineering and Science,The University of Sheffield,2017-18,Fellowship,15,4,27,15154,5163,34,53.381363,-1.48853
EPSRC,Engineering and Science,The University of Sheffield,2018-19,Fellowship,10,4,40,8116,3632,45,53.381363,-1.48853
EPSRC,Engineering and Science,The University of Sheffield,2019-20,Fellowship,6,1,17,4921,401,8,53.381363,-1.48853
EPSRC,Engineering and Science,The University of Sheffield,2015-16,Research and Innovation Grant,98,32,33,60860,17373,29,53.381363,-1.48853
EPSRC,Engineering and Science,The University of Sheffield,2016-17,Research and Innovation Grant,106,41,39,73053,37071,51,53.381363,-1.48853
EPSRC,Engineering and Science,The University of Sheffield,2017-18,Research and Innovation Grant,109,30,28,80029,19251,24,53.381363,-1.48853
EPSRC,Engineering and Science,The University of Sheffield,2018-19,Research and Innovation Grant,82,27,33,72498,32362,45,53.381363,-1.48853
EPSRC,Engineering and Science,The University of Sheffield,2019-20,Research and Innovation Grant,88,36,41,53112,20364,38,53.381363,-1.48853
EPSRC,Engineering and Science,The University of Southampton,2015-16,Fellowship,15,0,0,11847,0,0,50.934099,-1.395714
EPSRC,Engineering and Science,The University of Southampton,2016-17,Fellowship,12,4,33,8885,3310,37,50.934099,-1.395714
EPSRC,Engineering and Science,The University of Southampton,2017-18,Fellowship,14,0,0,11212,0,0,50.934099,-1.395714
EPSRC,Engineering and Science,The University of Southampton,2018-19,Fellowship,12,5,42,9977,2984,30,50.934099,-1.395714
EPSRC,Engineering and Science,The University of Southampton,2019-20,Fellowship,17,2,12,11200,2003,18,50.934099,-1.395714
EPSRC,Engineering and Science,The University of Southampton,2015-16,Research and Innovation Grant,104,37,36,82773,37885,46,50.934099,-1.395714
EPSRC,Engineering and Science,The University of Southampton,2016-17,Research and Innovation Grant,94,32,34,61947,26807,43,50.934099,-1.395714
EPSRC,Engineering and Science,The University of Southampton,2017-18,Research and Innovation Grant,78,29,37,54988,25453,46,50.934099,-1.395714
EPSRC,Engineering and Science,The University of Southampton,2018-19,Research and Innovation Grant,76,23,30,42394,14013,33,50.934099,-1.395714
EPSRC,Engineering and Science,The University of Southampton,2019-20,Research and Innovation Grant,70,17,24,44645,12346,28,50.934099,-1.395714
EPSRC,Engineering and Science,The University of St Andrews,2015-16,Fellowship,4,0,0,3369,0,0,56.341239,-2.793287
EPSRC,Engineering and Science,The University of St Andrews,2016-17,Fellowship,6,0,0,4948,0,0,56.341239,-2.793287
EPSRC,Engineering and Science,The University of St Andrews,2017-18,Fellowship,5,1,20,2924,1221,42,56.341239,-2.793287
EPSRC,Engineering and Science,The University of St Andrews,2018-19,Fellowship,8,1,13,7699,516,7,56.341239,-2.793287
EPSRC,Engineering and Science,The University of St Andrews,2019-20,Fellowship,2,1,50,714,319,45,56.341239,-2.793287
EPSRC,Engineering and Science,The University of St Andrews,2015-16,Research and Innovation Grant,27,6,22,13567,1591,12,56.341239,-2.793287
EPSRC,Engineering and Science,The University of St Andrews,2016-17,Research and Innovation Grant,22,6,27,18926,4806,25,56.341239,-2.793287
EPSRC,Engineering and Science,The University of St Andrews,2017-18,Research and Innovation Grant,35,15,43,21822,14498,66,56.341239,-2.793287
EPSRC,Engineering and Science,The University of St Andrews,2018-19,Research and Innovation Grant,26,10,38,18561,4371,24,56.341239,-2.793287
EPSRC,Engineering and Science,The University of St Andrews,2019-20,Research and Innovation Grant,19,11,58,9600,5678,59,56.341239,-2.793287
EPSRC,Engineering and Science,The University of Stirling,2018-19,Fellowship,1,0,0,870,0,0,56.145463,-3.920023
EPSRC,Engineering and Science,The University of Stirling,2015-16,Research and Innovation Grant,4,1,25,786,100,13,56.145463,-3.920023
EPSRC,Engineering and Science,The University of Stirling,2016-17,Research and Innovation Grant,4,1,25,1663,255,15,56.145463,-3.920023
EPSRC,Engineering and Science,The University of Stirling,2017-18,Research and Innovation Grant,3,0,0,999,0,0,56.145463,-3.920023
EPSRC,Engineering and Science,The University of Stirling,2018-19,Research and Innovation Grant,4,1,25,2039,369,18,56.145463,-3.920023
EPSRC,Engineering and Science,The University of Stirling,2019-20,Research and Innovation Grant,2,0,0,961,0,0,56.145463,-3.920023
EPSRC,Engineering and Science,The University of Strathclyde,2015-16,Fellowship,12,2,17,9680,1717,18,55.86125,-4.244706
EPSRC,Engineering and Science,The University of Strathclyde,2016-17,Fellowship,4,2,50,3021,1173,39,55.86125,-4.244706
EPSRC,Engineering and Science,The University of Strathclyde,2017-18,Fellowship,5,0,0,2863,0,0,55.86125,-4.244706
EPSRC,Engineering and Science,The University of Strathclyde,2018-19,Fellowship,12,3,25,7492,1073,14,55.86125,-4.244706
EPSRC,Engineering and Science,The University of Strathclyde,2019-20,Fellowship,1,0,0,1362,0,0,55.86125,-4.244706
EPSRC,Engineering and Science,The University of Strathclyde,2015-16,Research and Innovation Grant,53,16,30,37506,10007,27,55.86125,-4.244706
EPSRC,Engineering and Science,The University of Strathclyde,2016-17,Research and Innovation Grant,65,24,37,53377,24543,46,55.86125,-4.244706
EPSRC,Engineering and Science,The University of Strathclyde,2017-18,Research and Innovation Grant,77,14,18,41894,9675,23,55.86125,-4.244706
EPSRC,Engineering and Science,The University of Strathclyde,2018-19,Research and Innovation Grant,60,16,27,51243,21347,42,55.86125,-4.244706
EPSRC,Engineering and Science,The University of Strathclyde,2019-20,Research and Innovation Grant,51,16,31,40532,16828,42,55.86125,-4.244706
EPSRC,Engineering and Science,The University of Sunderland,2016-17,Research and Innovation Grant,3,1,33,2901,51,2,54.904456,-1.390973
EPSRC,Engineering and Science,The University of Sunderland,2018-19,Research and Innovation Grant,1,0,0,174,0,0,54.904456,-1.390973
EPSRC,Engineering and Science,The University of Surrey,2015-16,Fellowship,7,0,0,5036,0,0,51.242572,-0.587946
EPSRC,Engineering and Science,The University of Surrey,2016-17,Fellowship,1,0,0,1279,0,0,51.242572,-0.587946
EPSRC,Engineering and Science,The University of Surrey,2017-18,Fellowship,5,0,0,3655,0,0,51.242572,-0.587946
EPSRC,Engineering and Science,The University of Surrey,2018-19,Fellowship,5,2,40,3787,1550,41,51.242572,-0.587946
EPSRC,Engineering and Science,The University of Surrey,2019-20,Fellowship,3,1,33,3240,2120,65,51.242572,-0.587946
EPSRC,Engineering and Science,The University of Surrey,2015-16,Research and Innovation Grant,58,24,41,41825,20439,49,51.242572,-0.587946
EPSRC,Engineering and Science,The University of Surrey,2016-17,Research and Innovation Grant,47,19,40,37133,8551,23,51.242572,-0.587946
EPSRC,Engineering and Science,The University of Surrey,2017-18,Research and Innovation Grant,35,12,34,28741,15256,53,51.242572,-0.587946
EPSRC,Engineering and Science,The University of Surrey,2018-19,Research and Innovation Grant,48,14,29,30512,4208,14,51.242572,-0.587946
EPSRC,Engineering and Science,The University of Surrey,2019-20,Research and Innovation Grant,32,9,28,19333,4845,25,51.242572,-0.587946
EPSRC,Engineering and Science,The University of Sussex,2015-16,Fellowship,5,1,20,5281,1205,23,50.86447,-0.087076
EPSRC,Engineering and Science,The University of Sussex,2016-17,Fellowship,1,0,0,285,0,0,50.86447,-0.087076
EPSRC,Engineering and Science,The University of Sussex,2017-18,Fellowship,3,0,0,2305,0,0,50.86447,-0.087076
EPSRC,Engineering and Science,The University of Sussex,2018-19,Fellowship,5,2,40,2750,1264,46,50.86447,-0.087076
EPSRC,Engineering and Science,The University of Sussex,2019-20,Fellowship,4,0,0,2959,0,0,50.86447,-0.087076
EPSRC,Engineering and Science,The University of Sussex,2015-16,Research and Innovation Grant,15,4,27,12640,1951,15,50.86447,-0.087076
EPSRC,Engineering and Science,The University of Sussex,2016-17,Research and Innovation Grant,14,4,29,4965,691,14,50.86447,-0.087076
EPSRC,Engineering and Science,The University of Sussex,2017-18,Research and Innovation Grant,22,11,50,7172,2579,36,50.86447,-0.087076
EPSRC,Engineering and Science,The University of Sussex,2018-19,Research and Innovation Grant,13,2,15,8148,351,4,50.86447,-0.087076
EPSRC,Engineering and Science,The University of Sussex,2019-20,Research and Innovation Grant,22,4,18,12690,1743,14,50.86447,-0.087076
EPSRC,Engineering and Science,The University of Warwick,2015-16,Fellowship,18,4,22,18169,3767,21,52.385576,-1.564787
EPSRC,Engineering and Science,The University of Warwick,2016-17,Fellowship,11,1,9,8202,727,9,52.385576,-1.564787
EPSRC,Engineering and Science,The University of Warwick,2017-18,Fellowship,17,1,6,11167,903,8,52.385576,-1.564787
EPSRC,Engineering and Science,The University of Warwick,2018-19,Fellowship,18,4,22,15532,2352,15,52.385576,-1.564787
EPSRC,Engineering and Science,The University of Warwick,2019-20,Fellowship,7,4,57,4440,1810,41,52.385576,-1.564787
EPSRC,Engineering and Science,The University of Warwick,2015-16,Research and Innovation Grant,72,23,32,38647,13477,35,52.385576,-1.564787
EPSRC,Engineering and Science,The University of Warwick,2016-17,Research and Innovation Grant,90,29,32,55591,10976,20,52.385576,-1.564787
EPSRC,Engineering and Science,The University of Warwick,2017-18,Research and Innovation Grant,69,17,25,51287,9282,18,52.385576,-1.564787
EPSRC,Engineering and Science,The University of Warwick,2018-19,Research and Innovation Grant,54,15,28,54414,24050,44,52.385576,-1.564787
EPSRC,Engineering and Science,The University of Warwick,2019-20,Research and Innovation Grant,77,23,30,39250,12180,31,52.385576,-1.564787
EPSRC,Engineering and Science,The University of Westminster,2015-16,Research and Innovation Grant,2,0,0,469,0,0,51.516792,-0.143367
EPSRC,Engineering and Science,The University of Westminster,2016-17,Research and Innovation Grant,1,0,0,308,0,0,51.516792,-0.143367
EPSRC,Engineering and Science,The University of Westminster,2017-18,Research and Innovation Grant,2,1,50,1293,673,52,51.516792,-0.143367
EPSRC,Engineering and Science,The University of Westminster,2018-19,Research and Innovation Grant,4,0,0,2794,0,0,51.516792,-0.143367
EPSRC,Engineering and Science,The University of Westminster,2019-20,Research and Innovation Grant,2,0,0,1054,0,0,51.516792,-0.143367
EPSRC,Engineering and Science,The University of Winchester,2017-18,Research and Innovation Grant,1,0,0,807,0,0,51.060002,-1.32674
EPSRC,Engineering and Science,The University of Wolverhampton,2015-16,Research and Innovation Grant,3,0,0,405,0,0,52.587529,-2.12806
EPSRC,Engineering and Science,The University of Wolverhampton,2016-17,Research and Innovation Grant,1,0,0,222,0,0,52.587529,-2.12806
EPSRC,Engineering and Science,The University of Wolverhampton,2017-18,Research and Innovation Grant,1,0,0,131,0,0,52.587529,-2.12806
EPSRC,Engineering and Science,The University of Wolverhampton,2018-19,Research and Innovation Grant,1,0,0,282,0,0,52.587529,-2.12806
EPSRC,Engineering and Science,The University of York,2015-16,Fellowship,11,0,0,6790,0,0,53.948278,-1.051673
EPSRC,Engineering and Science,The University of York,2016-17,Fellowship,6,1,17,4788,613,13,53.948278,-1.051673
EPSRC,Engineering and Science,The University of York,2017-18,Fellowship,6,3,50,4441,2370,53,53.948278,-1.051673
EPSRC,Engineering and Science,The University of York,2018-19,Fellowship,8,1,13,3884,563,14,53.948278,-1.051673
EPSRC,Engineering and Science,The University of York,2019-20,Fellowship,4,0,0,2443,0,0,53.948278,-1.051673
EPSRC,Engineering and Science,The University of York,2015-16,Research and Innovation Grant,28,9,32,30466,9575,31,53.948278,-1.051673
EPSRC,Engineering and Science,The University of York,2016-17,Research and Innovation Grant,36,13,36,20938,6921,33,53.948278,-1.051673
EPSRC,Engineering and Science,The University of York,2017-18,Research and Innovation Grant,34,12,35,21015,4555,22,53.948278,-1.051673
EPSRC,Engineering and Science,The University of York,2018-19,Research and Innovation Grant,39,9,23,33467,7268,22,53.948278,-1.051673
EPSRC,Engineering and Science,The University of York,2019-20,Research and Innovation Grant,38,11,29,54416,30980,57,53.948278,-1.051673
EPSRC,Engineering and Science,The University of the West of Scotland,2015-16,Research and Innovation Grant,2,1,50,571,290,51,55.843316,-4.429782
EPSRC,Engineering and Science,The University of the West of Scotland,2016-17,Research and Innovation Grant,2,0,0,952,0,0,55.843316,-4.429782
EPSRC,Engineering and Science,The University of the West of Scotland,2017-18,Research and Innovation Grant,1,0,0,291,0,0,55.843316,-4.429782
EPSRC,Engineering and Science,The University of the West of Scotland,2018-19,Research and Innovation Grant,2,0,0,996,0,0,55.843316,-4.429782
EPSRC,Engineering and Science,The University of the West of Scotland,2019-20,Research and Innovation Grant,2,0,0,366,0,0,55.843316,-4.429782
EPSRC,Engineering and Science,University College London,2015-16,Fellowship,37,5,14,30552,4255,14,51.523569,-0.132424
EPSRC,Engineering and Science,University College London,2016-17,Fellowship,26,8,31,23311,8118,35,51.523569,-0.132424
EPSRC,Engineering and Science,University College London,2017-18,Fellowship,19,2,11,15575,1165,7,51.523569,-0.132424
EPSRC,Engineering and Science,University College London,2018-19,Fellowship,24,6,25,17400,3753,22,51.523569,-0.132424
EPSRC,Engineering and Science,University College London,2019-20,Fellowship,19,5,26,13322,4250,32,51.523569,-0.132424
EPSRC,Engineering and Science,University College London,2015-16,Research and Innovation Grant,130,46,35,105119,39733,38,51.523569,-0.132424
EPSRC,Engineering and Science,University College London,2016-17,Research and Innovation Grant,147,57,39,110600,39162,35,51.523569,-0.132424
EPSRC,Engineering and Science,University College London,2017-18,Research and Innovation Grant,109,41,38,88776,41144,46,51.523569,-0.132424
EPSRC,Engineering and Science,University College London,2018-19,Research and Innovation Grant,115,35,30,149195,58353,39,51.523569,-0.132424
EPSRC,Engineering and Science,University College London,2019-20,Research and Innovation Grant,98,33,34,77767,29640,38,51.523569,-0.132424
EPSRC,Engineering and Science,University of Bedfordshire,2015-16,Research and Innovation Grant,4,0,0,930,0,0,51.87825,-0.411539
EPSRC,Engineering and Science,University of Cumbria,2016-17,Research and Innovation Grant,1,0,0,587,0,0,54.891163,-2.921417
EPSRC,Engineering and Science,University of Derby,2015-16,Research and Innovation Grant,2,0,0,320,0,0,52.938527,-1.496681
EPSRC,Engineering and Science,University of Derby,2016-17,Research and Innovation Grant,1,0,0,850,0,0,52.938527,-1.496681
EPSRC,Engineering and Science,University of Derby,2019-20,Research and Innovation Grant,1,0,0,354,0,0,52.938527,-1.496681
EPSRC,Engineering and Science,University of Durham,2015-16,Fellowship,4,0,0,3249,0,0,54.768112,-1.571874
EPSRC,Engineering and Science,University of Durham,2016-17,Fellowship,4,1,25,3225,1412,44,54.768112,-1.571874
EPSRC,Engineering and Science,University of Durham,2017-18,Fellowship,3,2,67,2318,1565,67,54.768112,-1.571874
EPSRC,Engineering and Science,University of Durham,2018-19,Fellowship,7,3,43,6358,2096,33,54.768112,-1.571874
EPSRC,Engineering and Science,University of Durham,2019-20,Fellowship,6,3,50,3771,2679,71,54.768112,-1.571874
EPSRC,Engineering and Science,University of Durham,2015-16,Research and Innovation Grant,30,13,43,21517,5736,27,54.768112,-1.571874
EPSRC,Engineering and Science,University of Durham,2016-17,Research and Innovation Grant,31,19,61,15713,11013,70,54.768112,-1.571874
EPSRC,Engineering and Science,University of Durham,2017-18,Research and Innovation Grant,29,15,52,24574,14691,60,54.768112,-1.571874
EPSRC,Engineering and Science,University of Durham,2018-19,Research and Innovation Grant,37,8,22,23567,4094,17,54.768112,-1.571874
EPSRC,Engineering and Science,University of Durham,2019-20,Research and Innovation Grant,30,15,50,17736,10078,57,54.768112,-1.571874
EPSRC,Engineering and Science,University of Hertfordshire,2015-16,Fellowship,1,0,0,390,0,0,51.753128,-0.240975
EPSRC,Engineering and Science,University of Hertfordshire,2015-16,Research and Innovation Grant,7,2,29,2693,2064,77,51.753128,-0.240975
EPSRC,Engineering and Science,University of Hertfordshire,2016-17,Research and Innovation Grant,7,4,57,1622,1018,63,51.753128,-0.240975
EPSRC,Engineering and Science,University of Hertfordshire,2017-18,Research and Innovation Grant,5,0,0,1365,0,0,51.753128,-0.240975
EPSRC,Engineering and Science,University of Hertfordshire,2018-19,Research and Innovation Grant,1,0,0,319,0,0,51.753128,-0.240975
EPSRC,Engineering and Science,University of Hertfordshire,2019-20,Research and Innovation Grant,9,1,11,2214,149,7,51.753128,-0.240975
EPSRC,Engineering and Science,University of Northumbria at Newcastle,2015-16,Fellowship,1,0,0,644,0,0,54.976897,-1.607575
EPSRC,Engineering and Science,University of Northumbria at Newcastle,2019-20,Fellowship,1,0,0,1035,0,0,54.976897,-1.607575
EPSRC,Engineering and Science,University of Northumbria at Newcastle,2015-16,Research and Innovation Grant,9,2,22,2750,196,7,54.976897,-1.607575
EPSRC,Engineering and Science,University of Northumbria at Newcastle,2016-17,Research and Innovation Grant,22,10,45,5185,2678,52,54.976897,-1.607575
EPSRC,Engineering and Science,University of Northumbria at Newcastle,2017-18,Research and Innovation Grant,12,5,42,5640,1300,23,54.976897,-1.607575
EPSRC,Engineering and Science,University of Northumbria at Newcastle,2018-19,Research and Innovation Grant,15,2,13,5846,672,11,54.976897,-1.607575
EPSRC,Engineering and Science,University of Northumbria at Newcastle,2019-20,Research and Innovation Grant,15,4,27,4282,850,20,54.976897,-1.607575
EPSRC,Engineering and Science,University of Nottingham,2015-16,Fellowship,10,4,40,6954,1266,18,52.938184,-1.19438
EPSRC,Engineering and Science,University of Nottingham,2016-17,Fellowship,8,1,13,5673,539,10,52.938184,-1.19438
EPSRC,Engineering and Science,University of Nottingham,2017-18,Fellowship,8,0,0,4256,0,0,52.938184,-1.19438
EPSRC,Engineering and Science,University of Nottingham,2018-19,Fellowship,6,3,50,6235,3214,52,52.938184,-1.19438
EPSRC,Engineering and Science,University of Nottingham,2019-20,Fellowship,4,0,0,2084,0,0,52.938184,-1.19438
EPSRC,Engineering and Science,University of Nottingham,2015-16,Research and Innovation Grant,96,32,33,61050,21703,36,52.938184,-1.19438
EPSRC,Engineering and Science,University of Nottingham,2016-17,Research and Innovation Grant,97,26,27,76270,29676,39,52.938184,-1.19438
EPSRC,Engineering and Science,University of Nottingham,2017-18,Research and Innovation Grant,86,22,26,59717,23551,39,52.938184,-1.19438
EPSRC,Engineering and Science,University of Nottingham,2018-19,Research and Innovation Grant,89,18,20,70189,10565,15,52.938184,-1.19438
EPSRC,Engineering and Science,University of Nottingham,2019-20,Research and Innovation Grant,80,22,28,53203,17311,33,52.938184,-1.19438
EPSRC,Engineering and Science,University of Plymouth,2015-16,Research and Innovation Grant,10,2,20,4915,899,18,50.375329,-4.138735
EPSRC,Engineering and Science,University of Plymouth,2016-17,Research and Innovation Grant,11,2,18,3465,200,6,50.375329,-4.138735
EPSRC,Engineering and Science,University of Plymouth,2017-18,Research and Innovation Grant,10,3,30,4290,479,11,50.375329,-4.138735
EPSRC,Engineering and Science,University of Plymouth,2018-19,Research and Innovation Grant,9,4,44,8915,6474,73,50.375329,-4.138735
EPSRC,Engineering and Science,University of Plymouth,2019-20,Research and Innovation Grant,6,4,67,1403,783,56,50.375329,-4.138735
EPSRC,Engineering and Science,University of South Wales,2015-16,Fellowship,1,0,0,852,0,0,51.587622,-3.327445
EPSRC,Engineering and Science,University of South Wales,2015-16,Research and Innovation Grant,1,1,100,80,79,99,51.587622,-3.327445
EPSRC,Engineering and Science,University of South Wales,2016-17,Research and Innovation Grant,3,0,0,733,0,0,51.587622,-3.327445
EPSRC,Engineering and Science,University of South Wales,2017-18,Research and Innovation Grant,4,1,25,3074,97,3,51.587622,-3.327445
EPSRC,Engineering and Science,University of South Wales,2018-19,Research and Innovation Grant,1,0,0,421,0,0,51.587622,-3.327445
EPSRC,Engineering and Science,University of South Wales,2019-20,Research and Innovation Grant,1,1,100,979,995,102,51.587622,-3.327445
EPSRC,Engineering and Science,University of Worcester,2016-17,Research and Innovation Grant,1,0,0,66,0,0,52.197366,-2.243085
EPSRC,Engineering and Science,"University of the Arts, London",2016-17,Research and Innovation Grant,1,0,0,396,0,0,51.517765,-0.116388
EPSRC,Engineering and Science,"University of the Arts, London",2018-19,Research and Innovation Grant,1,0,0,503,0,0,51.517765,-0.116388
EPSRC,Engineering and Science,University of the Highlands and Islands,2015-16,Research and Innovation Grant,1,0,0,621,0,0,57.469405,-4.230246
EPSRC,Engineering and Science,"University of the West of England, Bristol",2017-18,Fellowship,2,1,50,1540,1238,80,51.501079,-2.547458
EPSRC,Engineering and Science,"University of the West of England, Bristol",2018-19,Fellowship,1,0,0,904,0,0,51.501079,-2.547458
EPSRC,Engineering and Science,"University of the West of England, Bristol",2019-20,Fellowship,2,0,0,1009,0,0,51.501079,-2.547458
EPSRC,Engineering and Science,"University of the West of England, Bristol",2015-16,Research and Innovation Grant,8,3,38,2687,823,31,51.501079,-2.547458
EPSRC,Engineering and Science,"University of the West of England, Bristol",2016-17,Research and Innovation Grant,19,6,32,6441,1588,25,51.501079,-2.547458
EPSRC,Engineering and Science,"University of the West of England, Bristol",2017-18,Research and Innovation Grant,14,1,7,6663,150,2,51.501079,-2.547458
EPSRC,Engineering and Science,"University of the West of England, Bristol",2018-19,Research and Innovation Grant,10,2,20,6064,1678,28,51.501079,-2.547458
EPSRC,Engineering and Science,"University of the West of England, Bristol",2019-20,Research and Innovation Grant,7,1,14,8187,1741,21,51.501079,-2.547458
ESRC,Economic and Social,Abertay University,2015-16,Research and Innovation Grant,2,0,0,1062,0,0,56.46334,-2.973441
ESRC,Economic and Social,Abertay University,2016-17,Research and Innovation Grant,1,0,0,1923,0,0,56.46334,-2.973441
ESRC,Economic and Social,Abertay University,2017-18,Research and Innovation Grant,1,0,0,284,0,0,56.46334,-2.973441
ESRC,Economic and Social,Abertay University,2019-20,Research and Innovation Grant,4,1,25,1361,484,36,56.46334,-2.973441
ESRC,Economic and Social,Aberystwyth University,2018-19,Fellowship,1,1,100,94,95,101,52.403473,-4.043584
ESRC,Economic and Social,Aberystwyth University,2019-20,Fellowship,1,1,100,95,96,101,52.403473,-4.043584
ESRC,Economic and Social,Aberystwyth University,2015-16,Research and Innovation Grant,10,0,0,2541,0,0,52.403473,-4.043584
ESRC,Economic and Social,Aberystwyth University,2016-17,Research and Innovation Grant,2,0,0,407,0,0,52.403473,-4.043584
ESRC,Economic and Social,Aberystwyth University,2017-18,Research and Innovation Grant,4,0,0,1188,0,0,52.403473,-4.043584
ESRC,Economic and Social,Aberystwyth University,2018-19,Research and Innovation Grant,6,0,0,1833,0,0,52.403473,-4.043584
ESRC,Economic and Social,Aberystwyth University,2019-20,Research and Innovation Grant,2,0,0,2024,0,0,52.403473,-4.043584
ESRC,Economic and Social,Anglia Ruskin University,2015-16,Research and Innovation Grant,5,0,0,972,0,0,51.741381,0.474495
ESRC,Economic and Social,Anglia Ruskin University,2016-17,Research and Innovation Grant,5,0,0,3329,0,0,51.741381,0.474495
ESRC,Economic and Social,Anglia Ruskin University,2017-18,Research and Innovation Grant,7,0,0,2588,0,0,51.741381,0.474495
ESRC,Economic and Social,Anglia Ruskin University,2018-19,Research and Innovation Grant,2,0,0,1043,0,0,51.741381,0.474495
ESRC,Economic and Social,Anglia Ruskin University,2019-20,Research and Innovation Grant,4,0,0,2295,0,0,51.741381,0.474495
ESRC,Economic and Social,Aston University,2015-16,Fellowship,1,0,0,97,0,0,52.486637,-1.890952
ESRC,Economic and Social,Aston University,2017-18,Fellowship,1,0,0,322,0,0,52.486637,-1.890952
ESRC,Economic and Social,Aston University,2018-19,Fellowship,1,1,100,123,125,101,52.486637,-1.890952
ESRC,Economic and Social,Aston University,2015-16,Research and Innovation Grant,5,0,0,1423,0,0,52.486637,-1.890952
ESRC,Economic and Social,Aston University,2016-17,Research and Innovation Grant,7,1,14,2599,330,13,52.486637,-1.890952
ESRC,Economic and Social,Aston University,2017-18,Research and Innovation Grant,7,1,14,2186,205,9,52.486637,-1.890952
ESRC,Economic and Social,Aston University,2018-19,Research and Innovation Grant,5,1,20,2095,726,35,52.486637,-1.890952
ESRC,Economic and Social,Aston University,2019-20,Research and Innovation Grant,9,0,0,3861,0,0,52.486637,-1.890952
ESRC,Economic and Social,Bangor University,2015-16,Research and Innovation Grant,5,0,0,1442,0,0,53.229193,-4.129437
ESRC,Economic and Social,Bangor University,2016-17,Research and Innovation Grant,6,1,17,2271,40,2,53.229193,-4.129437
ESRC,Economic and Social,Bangor University,2017-18,Research and Innovation Grant,7,1,14,2355,21,1,53.229193,-4.129437
ESRC,Economic and Social,Bangor University,2018-19,Research and Innovation Grant,3,2,67,1053,269,26,53.229193,-4.129437
ESRC,Economic and Social,Bangor University,2019-20,Research and Innovation Grant,6,1,17,3339,404,12,53.229193,-4.129437
ESRC,Economic and Social,Bath Spa University,2015-16,Research and Innovation Grant,2,0,0,348,0,0,51.373209,-2.440912
ESRC,Economic and Social,Bath Spa University,2016-17,Research and Innovation Grant,1,0,0,5032,0,0,51.373209,-2.440912
ESRC,Economic and Social,Bath Spa University,2017-18,Research and Innovation Grant,1,1,100,216,218,101,51.373209,-2.440912
ESRC,Economic and Social,Bath Spa University,2018-19,Research and Innovation Grant,3,2,67,621,408,66,51.373209,-2.440912
ESRC,Economic and Social,Bath Spa University,2019-20,Research and Innovation Grant,2,0,0,969,0,0,51.373209,-2.440912
ESRC,Economic and Social,Birkbeck College,2015-16,Fellowship,1,0,0,71,0,0,51.521891,-0.130359
ESRC,Economic and Social,Birkbeck College,2018-19,Fellowship,1,1,100,88,88,101,51.521891,-0.130359
ESRC,Economic and Social,Birkbeck College,2015-16,Research and Innovation Grant,11,0,0,2690,0,0,51.521891,-0.130359
ESRC,Economic and Social,Birkbeck College,2016-17,Research and Innovation Grant,3,1,33,1181,152,13,51.521891,-0.130359
ESRC,Economic and Social,Birkbeck College,2017-18,Research and Innovation Grant,6,1,17,2151,244,11,51.521891,-0.130359
ESRC,Economic and Social,Birkbeck College,2018-19,Research and Innovation Grant,4,1,25,2201,202,9,51.521891,-0.130359
ESRC,Economic and Social,Birkbeck College,2019-20,Research and Innovation Grant,4,0,0,1765,0,0,51.521891,-0.130359
ESRC,Economic and Social,Birmingham City University,2018-19,Fellowship,1,0,0,239,0,0,52.517271,-1.897287
ESRC,Economic and Social,Birmingham City University,2015-16,Research and Innovation Grant,5,0,0,2690,0,0,52.517271,-1.897287
ESRC,Economic and Social,Birmingham City University,2016-17,Research and Innovation Grant,2,0,0,2495,0,0,52.517271,-1.897287
ESRC,Economic and Social,Birmingham City University,2017-18,Research and Innovation Grant,1,0,0,237,0,0,52.517271,-1.897287
ESRC,Economic and Social,Birmingham City University,2018-19,Research and Innovation Grant,2,0,0,1590,0,0,52.517271,-1.897287
ESRC,Economic and Social,Birmingham City University,2019-20,Research and Innovation Grant,1,0,0,1523,0,0,52.517271,-1.897287
ESRC,Economic and Social,Bishop Grosseteste University,2016-17,Research and Innovation Grant,1,0,0,456,0,0,53.243563,-0.537139
ESRC,Economic and Social,Bishop Grosseteste University,2018-19,Research and Innovation Grant,1,0,0,374,0,0,53.243563,-0.537139
ESRC,Economic and Social,Bournemouth University,2015-16,Research and Innovation Grant,6,1,17,1862,216,12,50.742979,-1.897168
ESRC,Economic and Social,Bournemouth University,2016-17,Research and Innovation Grant,4,1,25,5711,286,5,50.742979,-1.897168
ESRC,Economic and Social,Bournemouth University,2017-18,Research and Innovation Grant,2,0,0,854,0,0,50.742979,-1.897168
ESRC,Economic and Social,Bournemouth University,2018-19,Research and Innovation Grant,7,0,0,878,0,0,50.742979,-1.897168
