Council,Councilname,Organisation,Year,Grant Category,NumberofApplications,NumberofAwards,AwardRate,AmountApplied,AmountAwarded,AwardRateValue,latitude,longitude
STFC,Science and Technology,The University of Edinburgh,2019-20,Fellowship,7,0,0,3179,0,0,55.947691,-3.187347
STFC,Science and Technology,The University of Edinburgh,2015-16,Research and Innovation Grant,12,9,75,9649,5830,60,55.947691,-3.187347
STFC,Science and Technology,The University of Edinburgh,2016-17,Research and Innovation Grant,11,6,55,4944,1970,40,55.947691,-3.187347
STFC,Science and Technology,The University of Edinburgh,2017-18,Research and Innovation Grant,13,10,77,17556,12084,69,55.947691,-3.187347
STFC,Science and Technology,The University of Edinburgh,2018-19,Research and Innovation Grant,12,10,83,8591,5908,69,55.947691,-3.187347
STFC,Science and Technology,The University of Edinburgh,2019-20,Research and Innovation Grant,21,15,71,15433,8375,54,55.947691,-3.187347
STFC,Science and Technology,The University of Exeter,2015-16,Fellowship,2,0,0,802,0,0,50.735156,-3.535048
STFC,Science and Technology,The University of Exeter,2016-17,Fellowship,2,0,0,989,0,0,50.735156,-3.535048
STFC,Science and Technology,The University of Exeter,2017-18,Fellowship,3,1,33,1085,296,27,50.735156,-3.535048
STFC,Science and Technology,The University of Exeter,2018-19,Fellowship,3,1,33,1497,478,32,50.735156,-3.535048
STFC,Science and Technology,The University of Exeter,2019-20,Fellowship,2,0,0,1000,0,0,50.735156,-3.535048
STFC,Science and Technology,The University of Exeter,2015-16,Research and Innovation Grant,5,1,20,260,0,0,50.735156,-3.535048
STFC,Science and Technology,The University of Exeter,2016-17,Research and Innovation Grant,3,1,33,211,104,49,50.735156,-3.535048
STFC,Science and Technology,The University of Exeter,2017-18,Research and Innovation Grant,4,2,50,5576,2493,45,50.735156,-3.535048
STFC,Science and Technology,The University of Exeter,2018-19,Research and Innovation Grant,3,1,33,402,26,7,50.735156,-3.535048
STFC,Science and Technology,The University of Exeter,2019-20,Research and Innovation Grant,3,2,67,634,321,51,50.735156,-3.535048
STFC,Science and Technology,The University of Glasgow,2015-16,Fellowship,6,0,0,2950,0,0,55.871751,-4.28836
STFC,Science and Technology,The University of Glasgow,2016-17,Fellowship,5,1,20,2460,494,20,55.871751,-4.28836
STFC,Science and Technology,The University of Glasgow,2017-18,Fellowship,4,1,25,1645,337,21,55.871751,-4.28836
STFC,Science and Technology,The University of Glasgow,2018-19,Fellowship,5,0,0,2591,0,0,55.871751,-4.28836
STFC,Science and Technology,The University of Glasgow,2019-20,Fellowship,7,1,14,3703,523,14,55.871751,-4.28836
STFC,Science and Technology,The University of Glasgow,2015-16,Research and Innovation Grant,12,8,67,12610,6630,53,55.871751,-4.28836
STFC,Science and Technology,The University of Glasgow,2016-17,Research and Innovation Grant,19,12,63,12534,8379,67,55.871751,-4.28836
STFC,Science and Technology,The University of Glasgow,2017-18,Research and Innovation Grant,8,5,63,4357,2463,57,55.871751,-4.28836
STFC,Science and Technology,The University of Glasgow,2018-19,Research and Innovation Grant,16,11,69,9099,8309,91,55.871751,-4.28836
STFC,Science and Technology,The University of Glasgow,2019-20,Research and Innovation Grant,15,8,53,15684,8227,52,55.871751,-4.28836
STFC,Science and Technology,The University of Greenwich,2017-18,Research and Innovation Grant,1,1,100,15,15,100,51.484468,-0.004005
STFC,Science and Technology,The University of Huddersfield,2015-16,Research and Innovation Grant,2,2,100,311,237,76,53.643723,-1.776864
STFC,Science and Technology,The University of Huddersfield,2016-17,Research and Innovation Grant,1,1,100,85,86,101,53.643723,-1.776864
STFC,Science and Technology,The University of Huddersfield,2017-18,Research and Innovation Grant,2,0,0,592,0,0,53.643723,-1.776864
STFC,Science and Technology,The University of Huddersfield,2018-19,Research and Innovation Grant,1,0,0,251,0,0,53.643723,-1.776864
STFC,Science and Technology,The University of Huddersfield,2019-20,Research and Innovation Grant,1,0,0,240,0,0,53.643723,-1.776864
STFC,Science and Technology,The University of Hull,2015-16,Fellowship,1,0,0,417,0,0,53.771778,-0.366384
STFC,Science and Technology,The University of Hull,2016-17,Fellowship,1,0,0,403,0,0,53.771778,-0.366384
STFC,Science and Technology,The University of Hull,2017-18,Fellowship,1,0,0,415,0,0,53.771778,-0.366384
STFC,Science and Technology,The University of Hull,2018-19,Fellowship,1,0,0,447,0,0,53.771778,-0.366384
STFC,Science and Technology,The University of Hull,2019-20,Fellowship,1,0,0,444,0,0,53.771778,-0.366384
STFC,Science and Technology,The University of Hull,2016-17,Research and Innovation Grant,1,0,0,83,0,0,53.771778,-0.366384
STFC,Science and Technology,The University of Hull,2017-18,Research and Innovation Grant,4,2,50,1865,712,38,53.771778,-0.366384
STFC,Science and Technology,The University of Hull,2018-19,Research and Innovation Grant,1,1,100,15,15,100,53.771778,-0.366384
STFC,Science and Technology,The University of Hull,2019-20,Research and Innovation Grant,1,0,0,22,0,0,53.771778,-0.366384
STFC,Science and Technology,The University of Kent,2015-16,Fellowship,2,0,0,128,0,0,51.298503,1.070975
STFC,Science and Technology,The University of Kent,2016-17,Fellowship,1,0,0,431,0,0,51.298503,1.070975
STFC,Science and Technology,The University of Kent,2018-19,Fellowship,1,0,0,515,0,0,51.298503,1.070975
STFC,Science and Technology,The University of Kent,2019-20,Fellowship,2,0,0,653,0,0,51.298503,1.070975
STFC,Science and Technology,The University of Kent,2015-16,Research and Innovation Grant,3,2,67,2826,843,30,51.298503,1.070975
STFC,Science and Technology,The University of Kent,2016-17,Research and Innovation Grant,2,1,50,220,8,4,51.298503,1.070975
STFC,Science and Technology,The University of Kent,2018-19,Research and Innovation Grant,3,1,33,2642,880,33,51.298503,1.070975
STFC,Science and Technology,The University of Lancaster,2015-16,Fellowship,3,1,33,1302,439,34,54.010418,-2.786451
STFC,Science and Technology,The University of Lancaster,2016-17,Fellowship,2,0,0,858,0,0,54.010418,-2.786451
STFC,Science and Technology,The University of Lancaster,2017-18,Fellowship,6,0,0,2713,0,0,54.010418,-2.786451
STFC,Science and Technology,The University of Lancaster,2018-19,Fellowship,4,0,0,1643,0,0,54.010418,-2.786451
STFC,Science and Technology,The University of Lancaster,2019-20,Fellowship,6,0,0,2840,0,0,54.010418,-2.786451
STFC,Science and Technology,The University of Lancaster,2015-16,Research and Innovation Grant,12,10,83,6511,4222,65,54.010418,-2.786451
STFC,Science and Technology,The University of Lancaster,2016-17,Research and Innovation Grant,10,9,90,16937,9120,54,54.010418,-2.786451
STFC,Science and Technology,The University of Lancaster,2017-18,Research and Innovation Grant,6,6,100,2880,1891,66,54.010418,-2.786451
STFC,Science and Technology,The University of Lancaster,2018-19,Research and Innovation Grant,17,12,71,8509,3778,44,54.010418,-2.786451
STFC,Science and Technology,The University of Lancaster,2019-20,Research and Innovation Grant,16,8,50,10258,5006,49,54.010418,-2.786451
STFC,Science and Technology,The University of Leeds,2015-16,Fellowship,3,0,0,1382,0,0,53.807958,-1.553329
STFC,Science and Technology,The University of Leeds,2016-17,Fellowship,2,0,0,928,0,0,53.807958,-1.553329
STFC,Science and Technology,The University of Leeds,2017-18,Fellowship,4,0,0,1677,0,0,53.807958,-1.553329
STFC,Science and Technology,The University of Leeds,2018-19,Fellowship,1,0,0,520,0,0,53.807958,-1.553329
STFC,Science and Technology,The University of Leeds,2019-20,Fellowship,2,0,0,1164,0,0,53.807958,-1.553329
STFC,Science and Technology,The University of Leeds,2015-16,Research and Innovation Grant,3,2,67,2400,1401,58,53.807958,-1.553329
STFC,Science and Technology,The University of Leeds,2016-17,Research and Innovation Grant,5,4,80,3760,2080,55,53.807958,-1.553329
STFC,Science and Technology,The University of Leeds,2017-18,Research and Innovation Grant,5,5,100,3577,3573,100,53.807958,-1.553329
STFC,Science and Technology,The University of Leeds,2018-19,Research and Innovation Grant,4,2,50,3156,1075,34,53.807958,-1.553329
STFC,Science and Technology,The University of Leeds,2019-20,Research and Innovation Grant,3,3,100,4035,3343,83,53.807958,-1.553329
STFC,Science and Technology,The University of Leicester,2015-16,Fellowship,6,1,17,2694,468,17,52.622086,-1.124531
STFC,Science and Technology,The University of Leicester,2016-17,Fellowship,5,0,0,2243,0,0,52.622086,-1.124531
STFC,Science and Technology,The University of Leicester,2017-18,Fellowship,8,2,25,3273,732,22,52.622086,-1.124531
STFC,Science and Technology,The University of Leicester,2018-19,Fellowship,7,1,14,3332,454,14,52.622086,-1.124531
STFC,Science and Technology,The University of Leicester,2019-20,Fellowship,4,0,0,2096,0,0,52.622086,-1.124531
STFC,Science and Technology,The University of Leicester,2015-16,Research and Innovation Grant,13,9,69,9368,4427,47,52.622086,-1.124531
STFC,Science and Technology,The University of Leicester,2016-17,Research and Innovation Grant,11,6,55,1958,583,30,52.622086,-1.124531
STFC,Science and Technology,The University of Leicester,2017-18,Research and Innovation Grant,7,5,71,4742,3789,80,52.622086,-1.124531
STFC,Science and Technology,The University of Leicester,2018-19,Research and Innovation Grant,9,7,78,8861,5875,66,52.622086,-1.124531
STFC,Science and Technology,The University of Leicester,2019-20,Research and Innovation Grant,7,5,71,725,372,51,52.622086,-1.124531
STFC,Science and Technology,The University of Lincoln,2016-17,Research and Innovation Grant,1,1,100,938,987,105,53.228709,-0.548641
STFC,Science and Technology,The University of Liverpool,2015-16,Fellowship,8,1,13,3376,478,14,53.380314,-2.976431
STFC,Science and Technology,The University of Liverpool,2016-17,Fellowship,5,0,0,1840,0,0,53.380314,-2.976431
STFC,Science and Technology,The University of Liverpool,2017-18,Fellowship,6,0,0,2229,0,0,53.380314,-2.976431
STFC,Science and Technology,The University of Liverpool,2018-19,Fellowship,7,2,29,2796,483,17,53.380314,-2.976431
STFC,Science and Technology,The University of Liverpool,2019-20,Fellowship,5,0,0,2366,0,0,53.380314,-2.976431
STFC,Science and Technology,The University of Liverpool,2015-16,Research and Innovation Grant,17,12,71,14292,8669,61,53.380314,-2.976431
STFC,Science and Technology,The University of Liverpool,2016-17,Research and Innovation Grant,13,9,69,3482,858,25,53.380314,-2.976431
STFC,Science and Technology,The University of Liverpool,2017-18,Research and Innovation Grant,13,9,69,6729,3810,57,53.380314,-2.976431
STFC,Science and Technology,The University of Liverpool,2018-19,Research and Innovation Grant,16,11,69,3958,3017,76,53.380314,-2.976431
STFC,Science and Technology,The University of Liverpool,2019-20,Research and Innovation Grant,19,11,58,24890,9802,39,53.380314,-2.976431
STFC,Science and Technology,The University of Manchester,2015-16,Fellowship,10,2,20,4100,616,15,53.467926,-2.233224
STFC,Science and Technology,The University of Manchester,2016-17,Fellowship,10,1,10,4183,455,11,53.467926,-2.233224
STFC,Science and Technology,The University of Manchester,2017-18,Fellowship,13,1,8,5442,482,9,53.467926,-2.233224
STFC,Science and Technology,The University of Manchester,2018-19,Fellowship,8,0,0,3920,0,0,53.467926,-2.233224
STFC,Science and Technology,The University of Manchester,2019-20,Fellowship,7,0,0,3759,0,0,53.467926,-2.233224
STFC,Science and Technology,The University of Manchester,2015-16,Research and Innovation Grant,21,14,67,16640,10891,65,53.467926,-2.233224
STFC,Science and Technology,The University of Manchester,2016-17,Research and Innovation Grant,31,22,71,20452,12496,61,53.467926,-2.233224
STFC,Science and Technology,The University of Manchester,2017-18,Research and Innovation Grant,25,18,72,31910,8047,25,53.467926,-2.233224
STFC,Science and Technology,The University of Manchester,2018-19,Research and Innovation Grant,26,16,62,5706,3206,56,53.467926,-2.233224
STFC,Science and Technology,The University of Manchester,2019-20,Research and Innovation Grant,23,16,70,39432,16085,41,53.467926,-2.233224
STFC,Science and Technology,The University of Oxford,2015-16,Fellowship,7,1,14,3346,459,14,51.758038,-1.26201
STFC,Science and Technology,The University of Oxford,2016-17,Fellowship,10,3,30,4560,1029,23,51.758038,-1.26201
STFC,Science and Technology,The University of Oxford,2017-18,Fellowship,16,1,6,7233,486,7,51.758038,-1.26201
STFC,Science and Technology,The University of Oxford,2018-19,Fellowship,9,0,0,4487,0,0,51.758038,-1.26201
STFC,Science and Technology,The University of Oxford,2019-20,Fellowship,13,1,8,7009,525,7,51.758038,-1.26201
STFC,Science and Technology,The University of Oxford,2015-16,Research and Innovation Grant,21,16,76,36993,18230,49,51.758038,-1.26201
STFC,Science and Technology,The University of Oxford,2016-17,Research and Innovation Grant,18,16,89,10846,8999,83,51.758038,-1.26201
STFC,Science and Technology,The University of Oxford,2017-18,Research and Innovation Grant,18,9,50,12919,4606,36,51.758038,-1.26201
STFC,Science and Technology,The University of Oxford,2018-19,Research and Innovation Grant,17,13,76,11992,6350,53,51.758038,-1.26201
STFC,Science and Technology,The University of Oxford,2019-20,Research and Innovation Grant,14,10,71,31220,17277,55,51.758038,-1.26201
STFC,Science and Technology,The University of Portsmouth,2015-16,Fellowship,2,0,0,770,0,0,50.795187,-1.093628
STFC,Science and Technology,The University of Portsmouth,2016-17,Fellowship,1,0,0,408,0,0,50.795187,-1.093628
STFC,Science and Technology,The University of Portsmouth,2017-18,Fellowship,5,1,20,2091,417,20,50.795187,-1.093628
STFC,Science and Technology,The University of Portsmouth,2018-19,Fellowship,2,1,50,444,19,4,50.795187,-1.093628
STFC,Science and Technology,The University of Portsmouth,2019-20,Fellowship,3,0,0,1284,0,0,50.795187,-1.093628
STFC,Science and Technology,The University of Portsmouth,2015-16,Research and Innovation Grant,3,2,67,2781,1664,60,50.795187,-1.093628
STFC,Science and Technology,The University of Portsmouth,2016-17,Research and Innovation Grant,6,3,50,347,99,28,50.795187,-1.093628
STFC,Science and Technology,The University of Portsmouth,2017-18,Research and Innovation Grant,2,1,50,399,93,23,50.795187,-1.093628
STFC,Science and Technology,The University of Portsmouth,2018-19,Research and Innovation Grant,6,4,67,3709,2571,69,50.795187,-1.093628
STFC,Science and Technology,The University of Portsmouth,2019-20,Research and Innovation Grant,3,2,67,501,240,48,50.795187,-1.093628
STFC,Science and Technology,The University of Reading,2016-17,Fellowship,1,0,0,73,0,0,51.457625,-0.945636
STFC,Science and Technology,The University of Reading,2017-18,Fellowship,1,0,0,443,0,0,51.457625,-0.945636
STFC,Science and Technology,The University of Reading,2019-20,Fellowship,1,0,0,577,0,0,51.457625,-0.945636
STFC,Science and Technology,The University of Reading,2017-18,Research and Innovation Grant,1,1,100,1843,1017,55,51.457625,-0.945636
STFC,Science and Technology,The University of Reading,2019-20,Research and Innovation Grant,1,1,100,20,20,101,51.457625,-0.945636
